"Story","Title","Result","Date","Stability","Duration (s)"
"Place an Order","Verify if the user able to place an order from the DEMO ONLINE SHOP","SUCCESS","2020-10-19T00:43:01.434+05:30[Asia/Kolkata]","0.0","38.02"
